resourceKey,origin,moduleCode,resourceType,name,description,previewDescription,repeatPlayHint
physical-equipment:social-communication-box28-seq038,physical-equipment,social,equipment,肢体协作-集体协作绳具,大家抓着同一根绳子一起走，感受集体的力量。让孤僻的孩子融入集体，步伐一致。,,
physical-equipment:social-communication-box28-seq039,physical-equipment,social,equipment,肢体协作-四人协作器,四个人互相抛接球，必须盯着球看。训练眼神追随，并时刻准备回应同伴的传球。,,
physical-equipment:social-communication-box29-seq040,physical-equipment,social,equipment,心智解读-心理画像,在透明板上画出心里想的样子。帮说不出来的孩子把情绪画出来，让老师看懂他的内心。,,
physical-equipment:social-communication-box29-seq041,physical-equipment,social,equipment,心智解读-归因推理,转转盘分析是“故意的”还是“不小心”。教孩子别总觉得别人针对自己，减少误会和冲突。,,
physical-equipment:social-communication-box29-seq042,physical-equipment,social,equipment,心智解读-视觉阻断屏风,挡住视线，猜猜对方看到了什么。教孩子明白：我看不到的东西，别人可能看得到。,,
physical-equipment:social-communication-box30-seq043,physical-equipment,social,equipment,心智解读-情绪认知教具,深入分析每种情绪是怎么来的，身体会有什么反应。帮孩子彻底搞懂情绪背后的原因。,,
physical-equipment:social-communication-box30-seq044,physical-equipment,social,equipment,心智解读-场景学习教具组,模拟如果发生冲突该怎么办。像彩排一样演练解决方法，以后遇到真事就知道后果了。,,
physical-equipment:social-communication-box30-seq045,physical-equipment,social,equipment,情景模拟-生活主题教具组,模拟超市、医院等生活场景。引导孩子说出符合场景的话，学会得体地应答。,,
physical-equipment:social-communication-box31-seq046,physical-equipment,social,equipment,情景模拟-场景化学习教具组,翻翻卡片，练习在不同场合该说什么。万能的话术模板，帮孩子应对各种突发社交状况。,,
physical-equipment:social-communication-box32-seq047,physical-equipment,social,equipment,情景模拟-亲子互动场景教具组,快速判断图片是不是同一类。训练孩子脑子转得快，灵活地切换思维，不再钻牛角尖。,,
physical-equipment:social-communication-box33-seq048,physical-equipment,social,equipment,情景模拟-创作场景教具组,用磁力贴编森林故事，随便怎么贴都行。鼓励孩子发挥想象力，讲出属于自己的奇妙故事。,,
physical-equipment:social-communication-box34-seq049,physical-equipment,social,equipment,情景模拟-进阶互动教具,教孩子怎么解释误会、怎么寻求帮助。提升自我保护意识，受委屈了知道怎么说。,,
physical-equipment:social-communication-box34-seq050,physical-equipment,social,equipment,情景模拟-交流辅具,按键就能发出“我要上厕所”的声音。给没有口语的孩子一个嘴巴，让他们也能表达意愿。,,
physical-equipment:soothing-aids-box01-seq001,physical-equipment,emotional,equipment,重力被,有重量的被子就像温暖拥抱，能让烦躁不安的孩子放松身体，减少床上翻动，安安稳稳睡个好觉。,,
physical-equipment:soothing-aids-box02-seq002,physical-equipment,emotional,equipment,重力毯,柔软且有重量的毛毯搭在身上，能快速安抚孩子激动的情绪，让他们瞬间找回踏实感，彻底放松下来。,,
physical-equipment:soothing-aids-box03-seq003,physical-equipment,emotional,equipment,重力肩带,沉甸甸压在肩膀上，能帮好动孩子坐得稳。上课戴着不显眼，却能有效减轻焦躁情绪，让他们安静专心听讲。,,
physical-equipment:soothing-aids-box04-seq004,physical-equipment,emotional,equipment,重力安抚熊,有重量的毛绒小熊抱在怀里，就像真人拥抱一样踏实。孩子害怕或发脾气时紧紧抱着它，心情就能很快平静。,,
physical-equipment:soothing-aids-box05-seq005,physical-equipment,emotional,equipment,包裹袜,弹力布筒把全身包裹起来，紧绷感能给孩子极大安全感，特别适合快速安抚大发脾气的孩子。,,
physical-equipment:soothing-aids-box06-seq006,physical-equipment,emotional,equipment,振动感官安抚拥抱枕,轻柔震动加上表面凸起的小颗粒，抱着它就像被人轻拍后背安慰，能快速让焦躁不安的孩子静下来。,,
physical-equipment:soothing-aids-box07-seq007,physical-equipment,emotional,equipment,感官安抚狗,会震动还会叫的毛绒小狗，能立刻吸引注意力。在好玩的互动中，不知不觉就让孩子忘了烦恼。,,
physical-equipment:soothing-aids-box08-seq008,physical-equipment,emotional,equipment,耳塞,不用塞进耳道的软耳塞，戴着舒服。它能过滤掉周围吵闹的噪音，让怕吵的孩子敢于走进人群。,,
physical-equipment:soothing-aids-box08-seq009,physical-equipment,emotional,equipment,耳罩,隔绝周围乱哄哄的声音，给怕吵的孩子戴上，就像进了安静的安全屋，防止他们因太吵而崩溃。,,
physical-equipment:soothing-aids-box09-seq010,physical-equipment,emotional,equipment,感官椅,坐上去摇摇晃晃的充气椅，像摇篮般舒服。有节奏的摇摆能让好动的孩子安静下来，踏实坐得住。,,
physical-equipment:soothing-aids-box10-seq011,physical-equipment,emotional,equipment,拉伸带,弹性特别大的布带，让坐不住的孩子在手里拉扯扭捏，不起眼地发泄多余精力，安静又专心。,,
physical-equipment:soothing-aids-box10-seq012,physical-equipment,emotional,equipment,流动感官调控板,闪闪发光的亮片在水里慢慢流动，看着非常解压。能吸引孩子专心盯着看，忘记烦躁，安静下来。,,
physical-equipment:soothing-aids-box11-seq013,physical-equipment,emotional,equipment,动态光影灯,彩色水母在水里轻柔游动，光线不刺眼。盯着它看，能让大发脾气的孩子慢慢放松入睡。,,
physical-equipment:soothing-aids-box12-seq014,physical-equipment,emotional,equipment,感官气泡管,管子里不停冒出均匀的气泡，看着特别有规律。这种视觉催眠能快速安抚情绪，让孩子彻底静下来。,,
physical-equipment:soothing-aids-box13-seq015,physical-equipment,emotional,equipment,龙卷风灯,打开开关水里就会出现变色的龙卷风。它能瞬间抓住走神孩子的眼球，让他们停止乱跑，专注观看。,,
physical-equipment:soothing-aids-box13-seq016,physical-equipment,emotional,equipment,律动灯,灯光会跟着音乐的节奏跳动闪烁。它把声音变成了可见的色彩，让互动游戏变得更加欢乐有趣。,,
physical-equipment:soothing-aids-box13-seq017,physical-equipment,emotional,equipment,动态烟火灯,贴墙上能闪出像放烟花一样的光，颜色随心换。它能满足爱看亮光的孩子，带来安全好玩的视觉享受。,,
physical-equipment:soothing-aids-box14-seq018,physical-equipment,emotional,equipment,星空投影互动,天花板上投出满天星空和水波纹，搭配哄睡音乐。房间变得非常静谧，专治孩子晚上害怕不敢睡觉。,,
physical-equipment:soothing-aids-box15-seq019,physical-equipment,emotional,equipment,安抚星,巴掌大的发光小星星，孩子能紧紧攥在手里。它就像护身符，拿着它走夜路也不怕黑，心里特踏实。,,
physical-equipment:soothing-aids-box15-seq021,physical-equipment,emotional,equipment,流沙安抚灯组,黑暗里会发光的小乌龟，摇一摇就会闪闪发亮。非常吸引孩子把玩，在好奇中放下防备，忘记怕黑。,,
physical-equipment:soothing-aids-box16-seq020,physical-equipment,emotional,equipment,呼吸安抚灯,软乎乎的小象，灯光会像呼吸般忽明忽暗。抱着它跟着节奏喘气，受惊吓的孩子就能快速冷静下来。,,
physical-equipment:soothing-aids-box17-seq022,physical-equipment,emotional,equipment,三色安抚灯,只有三色的简单小灯，光线柔和不刺眼。它操作极简，能给容易心烦意乱的孩子营造舒适休息角。,,
physical-equipment:soothing-aids-box18-seq023,physical-equipment,emotional,equipment,电光灯,手指摸到哪，神奇的闪电光就跟到哪。这种能控制光的魔法，能极大鼓励内向孩子主动伸手探索。,,
physical-equipment:soothing-aids-box19-seq024,physical-equipment,emotional,equipment,卫星安抚灯,带磁力的发光方块，可以像魔方一样拼接。同极相斥的阻力，能让死板的孩子学会转弯，动脑又动手。,,
physical-equipment:soothing-aids-box20-seq025,physical-equipment,emotional,equipment,光感静心安抚组,把发光小棍插进洞洞板拼图案，特别考验指尖准头。为了拼出发光画，孩子能一声不吭专注坐很久。,,
physical-equipment:soothing-aids-box21-seq026,physical-equipment,emotional,equipment,光纤安抚组,不发热的发光长线，孩子能抓在手里或披在身上。躲进这安全的彩光瀑布，是安抚大崩溃的终极武器。,,
physical-equipment:soothing-aids-box22-seq027,physical-equipment,emotional,equipment,情绪管理游戏,把惹人生气的事变成卡牌桌游。让孩子在游戏里演练怎么解决冲突，以后遇到真事就不容易挥拳头。,,
physical-equipment:soothing-aids-box22-seq028,physical-equipment,emotional,equipment,情感表达套装,一套教孩子表达不满和需求的游戏。通过抽卡演练，让遇事只会撒泼打滚的孩子，学会用嘴好好说话。,,
physical-equipment:soothing-aids-box23-seq029,physical-equipment,emotional,equipment,旋转戒指套装,外圈可以用拇指悄悄拨着转的小戒指。一点声音都没有，能让紧张或走神的孩子隐蔽地捏着解压。,,
physical-equipment:soothing-aids-box23-seq030,physical-equipment,emotional,equipment,回弹球,死死捏住软球再松开，能教孩子体会身体的放松。发火想打人时捏一捏，瞬间就能把脾气卸掉一半。,,
physical-equipment:soothing-aids-box24-seq031,physical-equipment,emotional,equipment,情绪互动套装,模拟惹毛孩子的糟心事走格子。让经不起挫折、爱摔东西的孩子在游戏里脱敏，以后不再轻易崩溃。,,
physical-equipment:soothing-aids-box25-seq032,physical-equipment,emotional,equipment,减压板,用笔戳着彩线画画会有轻微阻力。这能吸走孩子的无名火，用安静专心的画画代替烦躁抓狂。,,
physical-equipment:soothing-aids-box26-seq033,physical-equipment,emotional,equipment,恐龙压印玩具,厚实的软胶恐龙使劲捏都不坏。想搞破坏发泄时给孩子用力捏这个，能有效把破坏力变成安全感。,,
physical-equipment:soothing-aids-box26-seq034,physical-equipment,emotional,equipment,气泡运动计时器,慢悠悠滴落的液体沙漏，能让孩子看见时间。用来做冷静倒计时特别管用，盯着看一会儿就不气了。,,
physical-equipment:soothing-aids-box27-seq035,physical-equipment,emotional,equipment,感官帐篷,全黑的小帐篷能隔绝外面的吵闹。它给快要崩溃的孩子提供了一个能马上躲起来喘口气的安全窝。,,
physical-equipment:soothing-aids-box28-seq036,physical-equipment,emotional,equipment,感官枕头,枕头上有好几种布料供手闲不住的孩子抠摸搓揉。舒服的手感能稳住他们坐不住的身体，乖乖坐好。,,
physical-equipment:soothing-aids-box29-seq037,physical-equipment,emotional,equipment,安抚选项卡,当孩子气得不会说话时，让他看着图卡挑选想要的安抚玩具。用自己做主代替被动管教，更快顺气。,,
physical-equipment:soothing-aids-box29-seq038,physical-equipment,emotional,equipment,声音标尺,把音量大小变成能看到的尺子。让忍不住大喊大叫的孩子一眼看懂规矩，自觉管好嘴巴小声说话。,,
sensory-equipment:1,sensory-equipment,sensory,equipment,感官环,戴在手腕上随时摸摸不同的纹理，能帮敏感的孩子适应触觉刺激，让焦躁的心情变平静。,,
sensory-equipment:10,sensory-equipment,sensory,equipment,柔性人形感知组,转一转就能变出各种形状，像变魔术一样。这能让孩子手腕更灵活，脑子里也有立体图形。,,
sensory-equipment:11,sensory-equipment,sensory,equipment,分段式弯折感知组,用两个手指捏着玩弯折游戏，就像拔萝卜一样有趣。专门锻炼孩子拿东西的手势和准头。,,
sensory-equipment:12,sensory-equipment,sensory,equipment,多环嵌套感知组,弯一弯再直起来，动作特别简单。很适合刚开始学的孩子跟着老师做模仿，活动手指关节。,,
sensory-equipment:13,sensory-equipment,sensory,equipment,可扭转感知组,用力拉开会有“咔咔”的声音，还能接在一起。喜欢听怪声、手劲大的孩子玩这个最过瘾。,,
sensory-equipment:14,sensory-equipment,sensory,equipment,3D网式感知组,拿在手里不停地扭来扭去，一点声音都没有。孩子上课紧张或手痒时玩这个，解压不扰民。,,
sensory-equipment:15,sensory-equipment,sensory,equipment,3D翻转感知组,双手用力拉开这张网，看着它变形。拉扯时的阻力能让孩子感觉到肌肉发力，锻炼协调性。,,
sensory-equipment:16,sensory-equipment,sensory,equipment,立体构型组,既能指尖旋转又能按压，手感特别丰富。坐不住的孩子玩着它，就能安静下来不乱动了。,,
sensory-equipment:17,sensory-equipment,sensory,equipment,彩色连环感知组,不停地翻折这个方块，图案一直在变。孩子为了看新图案会一直动手，明白动手才有变化。,,
sensory-equipment:18,sensory-equipment,sensory,equipment,多触点旋转组,朝着不同方向拧这个方块，手指得灵活才行。能帮孩子分清上下左右，锻炼空间方向感。,,
sensory-equipment:19,sensory-equipment,sensory,equipment,桌游互动包,手伸进袋子里摸一摸，猜猜是什么形状。这能锻炼孩子只靠手感记东西，并试着说出来。,,
sensory-equipment:2,sensory-equipment,sensory,equipment,彩色感官组,让小手摸摸光滑或粗糙的石头，像探险一样分辨不同质感，让手指尖的感觉变得更灵敏。,,
sensory-equipment:20,sensory-equipment,sensory,equipment,触摸本,跟着书本去摸不同的东西，一边摸一边学“软的、硬的”这些词，让孩子能说出感觉。,,
sensory-equipment:21,sensory-equipment,sensory,equipment,多材质纹理感知组,光脚踩在不同纹理的垫子上，像探险一样。既能帮敏感的孩子适应触觉，又能练习走稳路。,,
sensory-equipment:22,sensory-equipment,sensory,equipment,立体形态感知组,手按在针板上印出手印，冰冰凉凉的很舒服。能控制孩子按压的力度，还能看到立体形状。,,
sensory-equipment:23,sensory-equipment,sensory,equipment,重力安抚器,有分量的小熊抱在怀里，就像妈妈的拥抱。孩子哭闹或者睡不着时抱着它，很快就安心了。,,
sensory-equipment:24,sensory-equipment,sensory,equipment,加权安抚感知组,比普通玩偶重很多的狐狸，压在腿上特别踏实。受惊吓或者感官超载时，它是最好的陪伴。,,
sensory-equipment:25,sensory-equipment,sensory,equipment,全身压力输入感官组,钻进这个弹力袋子里，全身被紧紧包裹着。这种挤压感能让崩溃大哭的孩子瞬间找回安全感。,,
sensory-equipment:26,sensory-equipment,sensory,equipment,振动热敷感知组,挂在脖子上会有轻微震动，像按摩一样舒服。考试紧张或者害怕时用它，身体马上就放松了。,,
sensory-equipment:27,sensory-equipment,sensory,equipment,木质机器人感知组,机器人的关节可以随便扭，摆出各种酷酷的姿势。需要两只手配合，锻炼手腕灵活度。,,
sensory-equipment:28,sensory-equipment,sensory,equipment,磁性切分操作组,拿刀切开水果，“咔嚓”一声特别爽。教孩子左手拿右手切，锻炼手眼配合，学习生活常识。,,
sensory-equipment:29,sensory-equipment,sensory,equipment,弹性建构感知组,颜色鲜艳的球有很多洞洞，小手容易抓得住。引导宝宝伸手去抓去捏，锻炼手部控制能力。,,
sensory-equipment:3,sensory-equipment,sensory,equipment,触觉认知拓扑球,使劲捏这个拓扑球，手指越用力越能感觉到反馈，能帮孩子发泄多余精力，让大脑清醒点。,,
sensory-equipment:30,sensory-equipment,sensory,equipment,嗅觉认知组件,这个假水果配合香片一起闻，让孩子闻味道找水果，把鼻子和眼睛配合起来，增强记忆力。,,
sensory-equipment:31,sensory-equipment,sensory,equipment,香包组件,闻闻香包猜猜是哪种花，把一样的味道分在一起。能锻炼鼻子灵敏度，还能唤起嗅觉记忆。,,
sensory-equipment:32,sensory-equipment,sensory,equipment,香薰,闻闻不同的精油味道，有的让人精神，有的让人放松。扩展孩子的嗅觉经验，调节心情。,,
sensory-equipment:33,sensory-equipment,sensory,equipment,仿真面包,看着像面包，闻着也像面包。教孩子把气味和物品对上号，学会叫出生活中食物的名字。,,
sensory-equipment:34,sensory-equipment,sensory,equipment,嗅觉本,跟着书本做游戏，一边闻一边学着说“香的、臭的”。让孩子学会用语言描述闻到的味道。,,
sensory-equipment:35,sensory-equipment,sensory,equipment,味觉套装,安全地尝一点酸甜苦咸，让挑食的孩子适应不同味道。学会分辨味道，不再抗拒新食物。,,
sensory-equipment:36,sensory-equipment,sensory,equipment,味觉本,按照书里的步骤去尝味道，教孩子说出“好酸、好甜”。把吃东西的感觉变成话语说出来。,,
sensory-equipment:37,sensory-equipment,sensory,equipment,色彩感知组,看着卡片上的颜色，把小棍插到鳄鱼背上。既要认准颜色，手还要插得准，锻炼眼手配合。,,
sensory-equipment:38,sensory-equipment,sensory,equipment,色彩流动输入组,看着亮光里的水流旋转上升，非常吸引眼球。孩子做对任务时给看这个，是最好的奖励。,,
sensory-equipment:39,sensory-equipment,sensory,equipment,星光影感知组,关上灯，找找墙上的星星都在哪。让孩子不再怕黑，还能锻炼眼睛在暗处找东西的能力。,,
sensory-equipment:4,sensory-equipment,sensory,equipment,多角形压力调节组,星星角捏起来软硬适中，孩子心烦时使劲揉搓它，既能把坏情绪发泄掉，又能锻炼手指头。,,
sensory-equipment:40,sensory-equipment,sensory,equipment,视觉本,跟着书本找不同、找规律。教孩子学会仔细观察，不再看东西走马观花，提升观察力。,,
sensory-equipment:41,sensory-equipment,sensory,equipment,动态分层视觉组,看着沙漏一点点流完，孩子就明白“五分钟”是多久了。既能练专注，又能学会等待。,,
sensory-equipment:42,sensory-equipment,sensory,equipment,手持星星,手里拿着发光的星星，走到哪亮到哪。训练孩子眼睛盯着光走，锻炼在暗处的视觉定位。,,
sensory-equipment:43,sensory-equipment,sensory,equipment,七彩渐变感知组,柔和的月亮光会变色，拿着它在黑屋子里探索。能让怕黑的孩子有安全感，锻炼视觉追踪。,,
sensory-equipment:44,sensory-equipment,sensory,equipment,光影建构视觉模块,透光的彩色积木搭在一起，阳光一照特别美。让孩子认识颜色叠加，还能练习搭高高。,,
sensory-equipment:45,sensory-equipment,sensory,equipment,手持式光影感官调控板,晃一晃，里面的亮片液体就流动起来。孩子烦躁时盯着它看，心跳就能慢慢平复下来。,,
sensory-equipment:46,sensory-equipment,sensory,equipment,节奏感知听觉训练组,敲敲打打听不同的声音，跟着节奏摇摆。大家一起玩乐器，能让孩子学会配合别人。,,
sensory-equipment:47,sensory-equipment,sensory,equipment,多感官听觉感知组,上下翻转，里面的珠子滚过迷宫声音很清脆。吸引孩子竖起耳朵听，锻炼专注力和抓握。,,
sensory-equipment:48,sensory-equipment,sensory,equipment,分层听觉感知单元,慢慢倾斜，闭上眼听就像下雨的声音。这种白噪音能让孩子安静下来，培养听觉想象力。,,
sensory-equipment:49,sensory-equipment,sensory,equipment,听觉本,跟着书本玩听声音游戏，分辨是大声还是小声。教孩子学会听指令，锻炼耳朵的敏锐度。,,
sensory-equipment:5,sensory-equipment,sensory,equipment,色彩流变感知组,一捏里面的液体就会流动变色，好看又好玩。孩子盯着看一会儿，哭闹的注意力就被转移了。,,
sensory-equipment:50,sensory-equipment,sensory,equipment,多频听觉敲击单元,敲不同的琴键声音不一样，让孩子明白动作带来声音。敲敲打打还能锻炼手臂的大动作。,,
sensory-equipment:51,sensory-equipment,sensory,equipment,视听联动表达组,对着镜子说话还能录音，看见自己的口型，听见自己的声音。专门帮孩子练习开口说话。,,
sensory-equipment:52,sensory-equipment,sensory,equipment,听觉辨别组,使劲吹气就能发出动物叫声，好玩又能练肺活量。锻炼嘴巴肌肉，为以后说话打基础。,,
sensory-equipment:53,sensory-equipment,sensory,equipment,包裹本体觉感知单元,像豌豆一样挤在这个充气船里，身体被紧紧包住。这种挤压感能给孩子极大的安全感。,,
sensory-equipment:54,sensory-equipment,sensory,equipment,颗粒大龙球,骑在这个大花生球上摇晃，表面还有按摩颗粒。能锻炼孩子的腰腹力量，帮他们坐得稳。,,
sensory-equipment:55,sensory-equipment,sensory,equipment,重力弹跳感知单元,抓着手柄蹦蹦跳跳，这需要很好的平衡能力。能消耗多余精力，还能锻炼全身的协调性。,,
sensory-equipment:56,sensory-equipment,sensory,equipment,触觉-本体觉联动游戏衣,互相追逐去揪对方的尾巴，跑来跑去很开心。锻炼孩子跑动平衡，还能学会和小伙伴玩。,,
sensory-equipment:57,sensory-equipment,sensory,equipment,表情游戏组,拼出哭、笑、生气的脸，教孩子看懂别人的表情。学会察言观色，知道别人是开心还是难过。,,
sensory-equipment:58,sensory-equipment,sensory,equipment,猫捉老鼠桌游,听到指令赶紧抓或赶紧跑，比谁反应快。这能治孩子冲动的毛病，学会听指挥和守规矩。,,
sensory-equipment:59,sensory-equipment,sensory,equipment,百变结构组,转动一个齿轮，所有的都跟着转，太神奇了。让孩子明白因果关系，锻炼动脑逻辑能力。,,
sensory-equipment:6,sensory-equipment,sensory,equipment,双位按压反馈组,按下去“啵”的一声特别解压，手闲不住的孩子一直按这个，上课就不容易走神或捣乱了。,,
sensory-equipment:60,sensory-equipment,sensory,equipment,指令游戏组,扔大骰子决定做什么动作或拿几个东西。让大家轮流玩，学会遵守游戏规则和认识数字。,,
sensory-equipment:61,sensory-equipment,sensory,equipment,小熊乐乐,给小熊拉拉链、系扣子、绑鞋带。把手练巧了，以后孩子就能自己穿衣服，不用家长帮。,,
sensory-equipment:62,sensory-equipment,sensory,equipment,枕头安安,枕头上有插扣和响球，专门给手闲不住的孩子玩。锻炼手指力量，需要两只手配合才能玩。,,
sensory-equipment:63,sensory-equipment,sensory,equipment,发声感官启智配对豆包,摸起来手感不同，捏一下还会响。让孩子一边摸形状一边听声音，全面锻炼感觉统合能力。,,
sensory-equipment:7,sensory-equipment,sensory,equipment,慢回弹压力缓解组,软乎乎的包子随便怎么捏都能变回原样，孩子发脾气想撒气时就捏它，安全又练手劲儿。,,
sensory-equipment:8,sensory-equipment,sensory,equipment,彩色波纹伸缩组,一扔出去瞬间变大，收回来又变小。神奇的变形能吸引孩子一直玩，锻炼眼睛盯着物体看。,,
sensory-equipment:9,sensory-equipment,sensory,equipment,多向伸缩感知组,把小人的手脚扭来扭去摆造型，既练手劲又好玩。看着小人的笑脸，还能教孩子认识表情。,,
sensory-game:1,sensory-game,sensory,game,颜色配对,识别和匹配不同颜色，提升视觉辨别能力,,
sensory-game:2,sensory-game,sensory,game,形状识别,识别基本几何形状，提升图形认知,,
sensory-game:3,sensory-game,sensory,game,物品配对,识别日常物品，提升视觉联想能力,,
sensory-game:4,sensory-game,sensory,game,视觉追踪,追踪移动目标，训练视觉注意力和平滑 pursuit,,
sensory-game:5,sensory-game,sensory,game,声音辨别,辨别不同音调，提升听觉敏锐度,,
sensory-game:6,sensory-game,sensory,game,听指令做动作,根据语音指令选择正确选项，训练听觉理解,,
sensory-game:7,sensory-game,sensory,game,节奏模仿,听节奏并模仿拍打，训练听觉序列记忆,,
